,date,emissions,demand,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,total generated
17:40,20221118,8705,27011.0,14597,2263,4948,1867,1130,2,0,80,946,889,235,218,127,27302
17:45,20221118,8690,27019.0,14602,2260,4893,1912,1130,2,0,80,964,888,236,217,127,27311
17:50,20221118,8664,26995.0,14581,2221,4920,1889,1130,2,0,80,990,888,237,216,127,27281
17:55,20221118,8671,26979.0,14618,2206,4927,1854,1130,2,0,80,1009,889,235,218,127,27295
18:00,20221118,8680,26971.0,14639,2175,4885,1878,1130,3,0,80,1020,889,239,217,127,27282
18:05,20221118,8651,26874.0,14536,2090,4829,1976,1130,3,0,81,1035,888,238,217,127,27150
18:10,20221118,8600,26776.0,14481,2054,4972,1833,1130,3,0,78,1050,889,237,217,127,27071
18:15,20221118,8638,26735.0,14458,2071,4974,1780,1130,2,0,79,1079,888,237,217,127,27042
18:20,20221118,8632,26713.0,14475,2107,4991,1686,1131,2,0,79,1104,888,237,217,126,27043
18:25,20221118,8633,26670.0,14437,2073,4884,1745,1130,2,0,79,1151,888,235,218,126,26968
18:30,20221118,8570,26644.0,14419,2018,4882,1729,1130,3,0,79,1190,888,236,217,128,26919
18:35,20221118,8584,26618.0,14427,1990,4935,1638,1130,2,0,79,1228,889,234,217,128,26897
18:40,20221118,8594,26570.0,14443,1968,4882,1629,1130,2,0,80,1279,888,235,217,129,26882
18:45,20221118,8570,26511.0,14462,1940,4928,1486,1130,2,0,80,1336,888,238,217,128,26835
18:50,20221118,8634,26491.0,14402,1790,5104,1392,1130,2,0,82,1369,889,236,217,128,26741
18:55,20221118,8663,26462.0,14449,1762,5098,1371,1130,2,0,81,1404,889,236,218,128,26768
19:00,20221118,8679,26403.0,14440,1744,5164,1231,1131,2,0,82,1435,889,236,217,127,26698
19:05,20221118,8710,26289.0,14402,1812,5108,1217,1130,3,0,16,1473,889,237,218,126,26631
19:10,20221118,8627,26212.0,14304,1850,5056,1200,1130,2,0,-13,1505,889,237,218,127,26505
19:15,20221118,8605,26176.0,14277,1841,5100,1154,1130,3,0,-27,1516,889,237,218,127,26465
19:20,20221118,8591,26175.0,14282,1812,5102,1188,1130,3,0,-43,1541,889,237,217,127,26485
19:25,20221118,8598,26108.0,14272,1782,5091,1117,1130,2,0,-43,1576,889,237,218,127,26398
19:30,20221118,8605,26065.0,14247,1735,5126,1078,1130,2,0,-43,1620,890,236,220,127,26368
19:35,20221118,8600,26015.0,14215,1701,5128,1097,1130,2,0,-43,1639,889,234,218,128,26338
19:40,20221118,8579,25988.0,14198,1696,5254,926,1130,3,0,-43,1665,889,232,218,129,26297
19:45,20221118,8631,25969.0,14194,1691,5330,817,1130,3,0,-43,1695,889,231,218,129,26284
19:50,20221118,8651,25905.0,14235,1736,5239,763,1130,2,0,-43,1734,889,228,218,130,26261
19:55,20221118,8626,25891.0,14223,1858,5244,592,1130,3,0,-43,1749,889,228,218,129,26220
20:00,20221118,8627,25866.0,14187,1893,5153,724,1130,3,0,-44,1750,888,227,218,128,26257
20:05,20221118,8512,25792.0,14059,1953,4756,1081,1130,2,0,-44,1750,888,227,218,127,26147
20:10,20221118,8305,25778.0,14009,1999,4795,1008,1130,3,0,-45,1748,887,225,218,127,26104
20:15,20221118,8314,25691.0,14013,2030,4751,936,1130,3,0,-45,1733,888,225,217,125,26006
20:20,20221118,8300,25675.0,14006,2023,4884,794,1129,3,0,-45,1734,888,224,217,125,25982
20:25,20221118,8364,25643.0,13992,1969,4986,702,1129,3,0,-45,1743,888,224,218,125,25934
20:30,20221118,8402,25559.0,13977,1914,5046,608,1129,3,0,-45,1736,888,224,218,124,25822
20:35,20221118,8428,25531.0,14015,1889,5119,530,1129,2,0,-45,1740,888,224,218,124,25833
20:40,20221118,8467,25513.0,14012,1888,5138,474,1128,3,0,-45,1736,888,223,218,124,25787
20:45,20221118,8472,25430.0,14033,1880,5184,370,1129,3,0,-45,1726,887,223,217,124,25731
20:50,20221118,8506,25343.0,14028,1844,5185,331,1129,2,0,-45,1726,887,224,217,124,25652
20:55,20221118,8501,25329.0,14063,1836,5222,290,1130,2,0,-45,1717,888,224,217,124,25668
21:00,20221118,8533,25236.0,14110,1838,5171,256,1130,3,0,-44,1695,887,225,217,124,25612
21:05,20221118,8512,25194.0,14329,1899,4826,334,1129,2,0,-45,1676,888,224,217,124,25603
21:10,20221118,8468,25129.0,14239,1930,4701,398,1130,2,0,-45,1676,887,225,216,124,25483
21:15,20221118,8378,25117.0,14141,1942,4774,358,1129,3,0,-45,1680,889,225,217,124,25437
21:20,20221118,8370,25046.0,14034,1802,4905,376,1129,4,0,-45,1670,889,225,217,124,25330
21:25,20221118,8385,24976.0,14170,1771,4774,386,1129,3,0,-45,1661,888,224,216,124,25301
21:30,20221118,8383,24895.0,14152,1715,4794,346,1130,3,0,-45,1671,890,224,216,124,25220
21:35,20221118,8392,24832.0,14116,1682,4863,330,1130,3,0,-45,1659,889,225,216,123,25191
21:40,20221118,8376,24792.0,14031,1667,4887,365,1130,3,0,-45,1636,888,230,217,123,25132
21:45,20221118,8349,24694.0,13920,1664,4916,373,1130,3,0,-45,1612,888,229,216,123,25029
21:50,20221118,8314,24625.0,13902,1658,4987,276,1129,3,0,-45,1597,887,230,217,123,24964
21:55,20221118,8343,24571.0,13942,1647,4942,243,1129,3,0,-45,1583,888,225,216,123,24896
22:00,20221118,8340,24454.0,13970,1578,4863,220,1130,3,0,-38,1578,889,220,216,123,24752
22:05,20221118,8334,24364.0,13910,1510,5004,154,1130,4,0,-29,1574,888,222,216,123,24706
22:10,20221118,8345,24266.0,13862,1398,4984,207,1129,4,0,-29,1564,889,220,215,123,24566
22:15,20221118,8326,24164.0,13983,1324,4871,174,1129,4,0,-29,1567,888,221,216,123,24471
22:20,20221118,8331,24052.0,13988,1184,4911,132,1130,4,0,-29,1585,887,222,216,123,24353
22:25,20221118,8336,23953.0,14042,1118,4921,60,1130,4,0,-29,1607,888,223,215,123,24302
22:30,20221118,8345,23876.0,14052,1052,4974,2,1130,3,0,-29,1614,889,221,214,123,24245
22:35,20221118,8348,23731.0,13923,1022,4982,-7,1131,3,0,-29,1631,888,220,214,123,24101
22:40,20221118,8278,23649.0,13859,1004,5000,-25,1130,3,0,-29,1651,889,218,214,123,24037
22:45,20221118,8246,23531.0,13831,999,4954,-84,1130,4,0,-30,1667,889,222,214,123,23919
22:50,20221118,8216,23391.0,13726,984,4971,-116,1130,4,0,-29,1688,889,222,214,123,23806
22:55,20221118,8177,23307.0,13626,924,5012,-116,1130,5,0,-29,1719,889,221,215,123,23719
23:00,20221118,8147,23199.0,13670,907,4797,-48,1130,5,0,-29,1758,888,219,215,122,23634
23:05,20221118,8059,23127.0,13534,844,4627,170,1130,4,0,-29,1794,889,219,215,121,23518
23:10,20221118,7948,23039.0,13492,801,4536,235,1131,4,0,-29,1827,889,219,215,112,23432
23:15,20221118,7921,22954.0,13487,830,4472,220,1131,4,0,-29,1847,888,220,216,110,23396
23:20,20221118,7892,22806.0,13470,843,4376,137,1130,4,0,-29,1862,889,224,215,110,23231
23:25,20221118,7869,22759.0,13418,815,4451,22,1130,4,0,-29,1865,889,224,216,110,23115
23:30,20221118,7866,22591.0,13280,786,4384,47,1131,4,0,-29,1856,889,224,216,109,22897
23:35,20221118,7785,22518.0,13233,801,4406,38,1131,4,0,-29,1833,889,229,216,109,22860
23:40,20221118,7790,22448.0,13135,795,4456,35,1131,4,0,-29,1797,889,230,215,109,22767
23:45,20221118,7771,22314.0,13152,787,4393,-7,1131,3,0,-29,1787,889,229,216,109,22660
23:50,20221118,7774,22234.0,12949,832,4601,-38,1130,4,0,-29,1770,889,233,216,110,22667
23:55,20221118,7713,22151.0,12737,794,4581,34,1131,4,0,-29,1766,890,238,217,112,22475
00:00,20221119,7580,22033.0,12739,759,4533,80,1131,4,0,-28,1739,889,236,217,114,22413
00:05,20221119,7520,22096.0,12701,749,4178,536,1131,4,0,-28,1748,890,239,216,114,22478
00:10,20221119,7360,22134.0,12579,759,4149,695,1131,4,0,-31,1754,891,242,216,115,22504
00:15,20221119,7280,22050.0,12779,566,4172,683,1130,4,0,-30,1779,890,243,217,115,22548
00:20,20221119,7428,21986.0,12927,521,4157,706,1131,3,0,-30,1827,890,244,217,114,22707
00:25,20221119,7404,21919.0,12830,540,4194,610,1131,4,0,-31,1865,890,244,217,113,22607
00:30,20221119,7403,21823.0,12798,554,4206,479,1131,4,0,-31,1910,889,244,217,113,22514
00:35,20221119,7399,21791.0,12923,552,4294,194,1131,3,0,-31,1932,889,244,217,113,22461
00:40,20221119,7497,21733.0,12804,553,4416,120,1130,3,0,-29,1965,890,246,217,113,22428
00:45,20221119,7472,21654.0,12691,551,4432,98,1130,3,0,-29,2008,890,246,218,113,22351
00:50,20221119,7426,21565.0,12635,546,4446,50,1131,4,0,-29,2024,890,246,218,113,22274
00:55,20221119,7413,21506.0,12595,549,4370,75,1130,4,0,-29,2057,890,245,217,113,22216
01:00,20221119,7352,21437.0,12582,545,4301,43,1131,4,0,-29,2111,890,246,217,114,22155
01:05,20221119,7351,21399.0,12518,569,4387,-4,1130,4,0,-29,2096,888,247,217,113,22136
01:10,20221119,7330,21405.0,12409,583,4404,29,1130,4,0,-29,2117,888,245,217,113,22110
01:15,20221119,7303,21354.0,12408,596,4315,59,1130,3,0,-29,2125,888,247,217,113,22072
01:20,20221119,7255,21315.0,12391,597,4265,70,1130,3,0,-29,2119,889,247,217,112,22011
01:25,20221119,7228,21240.0,12377,589,4202,72,1130,3,0,-29,2119,889,247,216,112,21927
01:30,20221119,7198,21181.0,12352,589,4197,35,1131,3,0,-29,2127,889,248,217,112,21871
01:35,20221119,7190,21125.0,12367,584,4183,21,1130,3,0,-29,2097,887,248,217,113,21821
01:40,20221119,7188,21064.0,12363,579,4146,16,1130,3,0,-29,2086,888,250,217,114,21763
01:45,20221119,7171,21017.0,12370,587,4111,2,1130,4,0,-29,2066,889,250,217,114,21711
01:50,20221119,7154,20961.0,12371,582,4103,-16,1131,4,0,-29,2043,888,249,217,114,21657
01:55,20221119,7153,20906.0,12383,573,4063,-21,1130,3,0,-29,2036,888,250,217,115,21608
02:00,20221119,7150,20866.0,12380,566,4071,-32,1130,4,0,-29,2006,888,249,217,114,21564
02:05,20221119,7150,20820.0,12401,504,4078,-21,1131,3,0,-29,1976,888,250,217,114,21512
02:10,20221119,7168,20772.0,12430,485,4029,2,1131,4,0,-30,1965,887,250,217,113,21483
02:15,20221119,7155,20763.0,12457,489,3988,2,1131,3,0,-30,1976,888,250,217,113,21484
02:20,20221119,7143,20733.0,12443,483,3975,-3,1131,3,0,-30,1973,888,248,217,113,21441
02:25,20221119,7128,20678.0,12501,487,3891,4,1131,3,0,-30,1953,888,247,217,113,21405
02:30,20221119,7120,20677.0,12590,521,3774,81,1131,3,0,-29,1931,888,247,217,113,21467
02:35,20221119,7099,20601.0,12708,263,3863,117,1132,4,0,-30,1915,889,248,217,113,21439
02:40,20221119,7262,20624.0,13037,321,3867,-27,1131,3,0,-30,1928,888,245,217,113,21693
02:45,20221119,7323,20578.0,12848,495,3920,-249,1132,3,0,-29,1962,889,246,217,112,21546
02:50,20221119,7284,20588.0,12830,495,3842,-208,1132,4,0,-29,1966,889,245,218,112,21496
02:55,20221119,7242,20534.0,12839,478,3781,-208,1132,4,0,-29,1961,889,244,218,112,21421
03:00,20221119,7229,20527.0,12971,161,3957,-90,1132,5,0,-29,1962,890,244,218,112,21533
03:05,20221119,7353,20531.0,13054,161,3841,-25,1132,4,0,-30,1991,890,244,218,113,21593
03:10,20221119,7333,20518.0,13081,154,3804,-64,1132,4,0,-30,2037,890,244,217,112,21581
03:15,20221119,7346,20499.0,13108,174,3908,-119,1132,4,0,-29,2006,890,243,217,112,21646
03:20,20221119,7392,20486.0,13028,179,3932,-83,1132,4,0,-30,2000,890,242,217,113,21624
03:25,20221119,7358,20475.0,13053,183,3902,-86,1132,4,0,-30,1999,891,242,218,113,21621
03:30,20221119,7354,20464.0,13070,180,3895,-87,1132,4,0,-30,1985,891,242,216,113,21611
03:35,20221119,7347,20408.0,12962,397,3699,-117,1132,4,0,-30,1946,891,242,215,113,21454
03:40,20221119,7161,20621.0,12917,503,3619,-122,1132,4,0,-30,1911,891,241,215,113,21394
03:45,20221119,7182,20614.0,12944,501,3611,-121,1132,4,0,-30,1897,891,240,214,113,21396
03:50,20221119,7182,20603.0,12958,505,3589,-119,1132,3,0,-30,1888,891,241,214,113,21385
03:55,20221119,7182,20618.0,12989,502,3575,-113,1131,3,0,-30,1876,891,242,214,113,21393
04:00,20221119,7191,20618.0,13072,496,3552,-131,1132,3,0,-30,1876,891,242,214,113,21430
04:05,20221119,7203,20639.0,13144,482,3351,-24,1131,3,0,-30,1876,891,242,215,112,21393
04:10,20221119,7154,20664.0,13124,483,3182,113,1131,4,0,-30,1872,891,241,215,123,21349
04:15,20221119,7085,20687.0,13138,492,3148,146,1130,4,0,-30,1861,891,241,215,125,21361
04:20,20221119,7068,20712.0,13223,500,3080,163,1131,4,0,-30,1856,891,243,214,126,21401
04:25,20221119,7101,20724.0,13309,508,3052,202,1131,5,0,-30,1850,890,241,214,127,21499
04:30,20221119,7100,20728.0,13315,495,2914,333,1131,5,0,-30,1875,891,240,214,126,21509
04:35,20221119,7045,20783.0,13404,478,2716,488,1131,4,0,-31,1894,890,239,214,126,21553
04:40,20221119,7000,20818.0,13408,299,2909,509,1131,4,0,-32,1922,891,240,214,124,21619
04:45,20221119,7143,20850.0,13644,154,3020,568,1131,4,0,-32,1936,889,241,214,124,21893
04:50,20221119,7246,20874.0,13678,166,3110,515,1131,4,0,-32,1923,890,242,214,124,21965
04:55,20221119,7291,20936.0,13650,173,3133,509,1131,4,0,-32,1925,888,243,214,124,21962
05:00,20221119,7315,20971.0,13601,222,3265,466,1131,4,0,-34,1917,890,243,214,124,22043
05:05,20221119,7369,21124.0,13367,393,3660,367,1131,4,0,-32,1894,890,245,214,125,22258
05:10,20221119,7418,21193.0,13173,459,3722,472,1130,4,0,-32,1878,890,245,214,127,22282
05:15,20221119,7354,21268.0,13144,456,3885,471,1131,4,0,-33,1868,890,242,214,127,22399
05:20,20221119,7402,21325.0,13148,478,3873,508,1131,4,0,-34,1857,890,242,214,127,22438
05:25,20221119,7408,21371.0,13131,475,3887,487,1131,4,0,-33,1876,890,243,214,127,22432
05:30,20221119,7372,21426.0,13120,481,3800,600,1131,3,0,-32,1881,889,242,214,128,22457
05:35,20221119,7339,21489.0,13180,506,3584,794,1131,4,0,-33,1869,890,244,214,128,22511
05:40,20221119,7282,21562.0,13231,525,3459,934,1130,4,0,-34,1858,889,245,214,128,22583
05:45,20221119,7266,21601.0,13244,529,3441,976,1131,4,0,-33,1833,889,245,214,129,22602
05:50,20221119,7277,21649.0,13252,539,3480,1056,1131,4,0,-34,1768,890,246,217,129,22678
05:55,20221119,7285,21703.0,13227,597,3504,1079,1131,4,0,-34,1722,890,249,217,129,22715
06:00,20221119,7296,21812.0,13208,588,3708,1019,1131,4,0,-34,1689,888,254,217,130,22802
06:05,20221119,7399,22000.0,13281,664,3901,930,1131,4,0,-33,1684,891,258,217,129,23057
06:10,20221119,7516,22194.0,13231,719,4052,941,1131,4,0,-32,1681,889,259,217,130,23222
06:15,20221119,7552,22284.0,13314,717,4110,868,1131,4,0,-27,1698,890,260,217,129,23311
06:20,20221119,7609,22318.0,13266,718,4111,945,1132,3,0,-18,1688,890,260,216,129,23340
06:25,20221119,7587,22333.0,13245,725,4198,893,1132,4,0,15,1680,890,258,216,129,23385
06:30,20221119,7609,22368.0,13259,721,4242,850,1131,3,0,80,1689,890,258,216,129,23468
06:35,20221119,7624,22409.0,13286,719,4158,836,1131,3,0,182,1717,889,259,216,129,23525
06:40,20221119,7603,22421.0,13301,721,4067,777,1131,2,0,317,1715,889,259,217,129,23525
06:45,20221119,7579,22444.0,13285,713,4101,656,1131,2,0,514,1688,875,259,216,129,23569
06:50,20221119,7576,22455.0,13292,712,4044,478,1132,2,0,761,1689,863,258,216,129,23576
06:55,20221119,7543,22453.0,13250,685,3887,359,1132,3,0,1073,1711,855,258,216,129,23558
07:00,20221119,7451,22435.0,13198,573,3788,301,1131,2,0,1415,1709,852,258,215,129,23571
07:05,20221119,7397,22501.0,12890,339,4098,157,1131,3,0,1857,1715,854,258,216,128,23646
07:10,20221119,7421,22537.0,12729,164,4075,185,1131,2,0,2315,1730,852,259,216,127,23785
07:15,20221119,7319,22549.0,12526,135,3826,281,1130,2,0,2801,1743,852,258,216,126,23896
07:20,20221119,7109,22510.0,12196,123,3605,323,1131,2,0,3325,1735,852,258,216,126,23892
07:25,20221119,6903,22452.0,11899,87,3448,199,1131,2,0,3853,1753,851,259,216,126,23824
07:30,20221119,6725,22389.0,11511,82,3365,150,1131,2,0,4411,1748,851,259,217,126,23853
07:35,20221119,6517,22362.0,10983,100,3108,269,1131,3,0,4970,1743,852,259,216,127,23761
07:40,20221119,6203,22302.0,10394,102,2994,309,1131,3,0,5514,1743,852,259,216,128,23645
07:45,20221119,5950,22246.0,10121,96,2880,210,1131,2,0,6083,1721,852,258,216,128,23698
07:50,20221119,5779,22133.0,9872,100,2774,110,1131,2,0,6619,1681,852,258,216,127,23742
07:55,20221119,5647,22073.0,9683,94,2608,7,1131,2,0,7151,1679,853,258,216,127,23809
08:00,20221119,5543,21961.0,9417,90,2476,-48,1131,2,0,7668,1679,854,258,216,127,23870
08:05,20221119,5358,22124.0,8609,186,2411,355,1131,3,0,8183,1661,863,259,216,125,24002
08:10,20221119,4919,22073.0,8201,210,2431,242,1131,2,0,8739,1636,864,259,216,107,24038
08:15,20221119,4895,21914.0,8092,232,2435,21,1131,2,0,9183,1596,863,260,216,105,24136
08:20,20221119,4765,21791.0,7399,254,2361,128,1131,3,0,9577,1579,864,259,216,106,23877
08:25,20221119,4377,21557.0,7382,255,2423,-178,1131,3,0,9900,1584,863,260,216,106,23945
08:30,20221119,4414,21423.0,7415,261,2389,-361,1131,2,0,10172,1592,862,260,216,106,24045
08:35,20221119,4376,21266.0,7518,246,2107,-477,1131,2,0,10428,1614,861,259,217,105,24011
08:40,20221119,4320,21120.0,7620,229,1855,-554,1130,2,0,10625,1600,860,258,216,105,23946
08:45,20221119,4252,20963.0,7712,226,1640,-666,1131,2,0,10806,1594,861,261,215,105,23887
08:50,20221119,4195,20821.0,7802,220,1380,-734,1130,2,0,10941,1606,860,261,216,106,23790
08:55,20221119,4125,20690.0,7825,219,1301,-833,1130,2,0,11078,1603,860,261,216,105,23767
09:00,20221119,4143,20521.0,7804,212,1091,-885,1131,2,0,11175,1616,861,260,216,106,23589
09:05,20221119,4051,20479.0,7710,86,1156,-712,1130,2,0,11083,1629,860,257,215,105,23521
09:10,20221119,3992,20402.0,7771,21,948,-701,1130,3,0,11133,1668,860,260,215,106,23414
09:15,20221119,3971,20309.0,7777,25,876,-706,1131,3,0,11178,1674,860,260,215,105,23398
09:20,20221119,3895,20178.0,7631,15,692,-677,1131,3,0,11235,1684,860,258,215,105,23152
09:25,20221119,3765,20053.0,7548,19,584,-654,1130,3,0,11270,1670,859,258,215,105,23007
09:30,20221119,3663,19866.0,7680,16,537,-788,1130,3,0,11291,1687,859,258,215,105,22993
09:35,20221119,3707,19718.0,7627,9,470,-846,1131,3,0,11317,1704,859,258,215,105,22852
09:40,20221119,3668,19526.0,7387,10,251,-737,1131,3,0,11341,1736,860,259,217,105,22563
09:45,20221119,3452,19396.0,7384,9,233,-833,1130,3,0,11351,1766,860,260,216,105,22484
09:50,20221119,3501,19297.0,7502,6,243,-950,1131,3,0,11352,1762,860,260,215,105,22489
09:55,20221119,3537,19196.0,7545,8,142,-937,1130,3,0,11349,1734,858,259,215,105,22411
10:00,20221119,3462,19084.0,7637,10,93,-1042,1132,3,0,11374,1731,858,259,215,105,22375
10:05,20221119,3505,19114.0,7586,19,13,-906,1131,3,0,11368,1719,854,260,215,105,22367
10:10,20221119,3435,19077.0,7517,-34,17,-874,1130,3,0,11361,1712,855,261,216,105,22269
10:15,20221119,3436,18993.0,7544,-75,61,-945,1130,3,0,11345,1723,856,261,216,106,22225
10:20,20221119,3464,18901.0,7626,-105,155,-1089,1130,3,0,11340,1727,855,260,216,106,22224
10:25,20221119,3545,18813.0,7670,-134,216,-1178,1130,3,0,11333,1757,855,258,216,105,22231
10:30,20221119,3582,18685.0,7658,-139,161,-1165,1131,3,0,11288,1751,855,255,216,106,22120
10:35,20221119,3547,18634.0,7654,-140,199,-1146,1131,3,0,11248,1721,855,254,217,106,22102
10:40,20221119,3570,18523.0,7596,-143,233,-1181,1131,3,0,11239,1685,855,256,216,106,21996
10:45,20221119,3569,18478.0,7585,-143,333,-1228,1131,3,0,11220,1661,855,255,216,106,21994
10:50,20221119,3590,18418.0,7453,-147,306,-1131,1131,3,0,11193,1644,855,256,216,105,21884
10:55,20221119,3532,18378.0,7350,-145,348,-1138,1131,3,0,11187,1618,847,255,217,105,21778
11:00,20221119,3521,18236.0,7465,-140,192,-1198,1131,3,0,11149,1570,855,254,216,106,21603
11:05,20221119,3587,18144.0,8029,-143,460,-1650,1131,3,0,11092,1552,856,254,217,105,21906
11:10,20221119,3946,18104.0,8074,-172,510,-1673,1132,3,0,11073,1547,855,254,217,105,21925
11:15,20221119,3862,18037.0,7971,-164,272,-1493,1131,3,0,11064,1536,855,255,217,105,21752
11:20,20221119,3701,18028.0,7923,-161,234,-1470,1131,3,0,11051,1532,854,254,216,105,21672
11:25,20221119,3740,17949.0,8106,-169,451,-1723,1131,3,0,11037,1526,854,254,217,105,21792
11:30,20221119,3892,17890.0,8195,-178,501,-1838,1131,3,0,11044,1534,855,252,216,105,21820
11:35,20221119,3906,17894.0,8077,-174,349,-1692,1130,3,0,11055,1543,855,252,217,105,21720
11:40,20221119,3789,17291.0,7537,-171,425,-1794,1130,3,0,11069,1563,856,254,217,105,21194
11:45,20221119,3625,17237.0,7657,-179,422,-1920,1130,3,0,11057,1608,855,254,217,106,21210
11:50,20221119,3679,17247.0,7808,-177,477,-2007,1130,3,0,11051,1616,856,253,216,105,21331
11:55,20221119,3754,17401.0,8015,-178,416,-2018,1130,3,0,11039,1644,856,251,217,105,21480
12:00,20221119,3863,17777.0,8422,-176,317,-1975,1130,3,0,11039,1639,855,252,217,105,21828
12:05,20221119,3923,17637.0,8277,-182,47,-1815,1130,3,0,11026,1661,855,251,217,105,21575
12:10,20221119,3732,17648.0,8293,-188,8,-1821,1131,4,0,11049,1651,855,251,217,105,21555
12:15,20221119,3755,17618.0,8188,-169,-187,-1685,1130,4,0,11070,1670,855,252,217,105,21450
12:20,20221119,3604,17650.0,8072,-181,-319,-1581,1130,3,0,11089,1712,854,251,217,105,21352
12:25,20221119,3566,17679.0,8274,-187,-137,-1802,1130,3,0,11111,1725,854,250,217,105,21543
12:30,20221119,3740,17776.0,8266,-194,-10,-1832,1130,3,0,11104,1768,854,251,217,105,21662
12:35,20221119,3753,17723.0,8323,-192,1,-1900,1130,3,0,11095,1751,854,252,217,104,21638
12:40,20221119,3794,17819.0,8250,-191,81,-1812,1130,3,0,11009,1773,855,253,217,104,21672
12:45,20221119,3782,17883.0,8212,-187,113,-1755,1130,3,0,10907,1801,853,254,217,104,21652
12:50,20221119,3785,17899.0,8098,-186,145,-1661,1130,4,0,10825,1790,854,254,217,105,21575
12:55,20221119,3750,17940.0,8022,-187,214,-1611,1130,4,0,10737,1856,851,254,217,105,21592
13:00,20221119,3754,17976.0,8054,-196,263,-1623,1130,3,0,10710,1930,849,254,217,105,21696
13:05,20221119,3787,18007.0,8047,-204,335,-1707,1129,3,0,10771,1954,848,254,216,106,21752
13:10,20221119,3847,18090.0,8132,-220,482,-1646,1129,3,0,10640,1934,849,255,218,107,21883
13:15,20221119,3910,18127.0,8029,-213,373,-1397,1129,3,0,10479,1928,849,256,217,107,21760
13:20,20221119,3812,18215.0,7912,-210,423,-1297,1129,3,0,10383,1928,849,255,216,107,21698
13:25,20221119,3785,18310.0,7593,-214,547,-1076,1129,3,0,10158,1940,848,256,216,106,21506
13:30,20221119,3708,18336.0,7605,-219,552,-1154,1130,3,0,10186,1952,848,257,216,105,21481
13:35,20221119,3746,18433.0,7551,-215,585,-1014,1130,3,0,10094,1936,849,256,217,105,21497
13:40,20221119,3738,18514.0,7569,-222,604,-941,1129,3,0,10008,1929,848,256,217,105,21505
13:45,20221119,3801,18572.0,7643,-217,602,-944,1129,3,0,9918,1931,863,255,216,104,21503
13:50,20221119,3853,18662.0,7588,-205,679,-872,1130,3,0,9821,1961,865,254,216,104,21544
13:55,20221119,3887,18758.0,7584,-205,746,-808,1129,3,0,9732,1941,865,252,217,104,21560
14:00,20221119,3953,18878.0,7736,-204,822,-775,1129,4,0,9538,1932,866,249,216,104,21617
14:05,20221119,4062,18931.0,7650,-202,906,-544,1129,3,0,9370,1905,868,248,217,104,21654
14:10,20221119,4029,18972.0,7534,-199,984,-589,1130,3,0,9429,1921,869,249,216,104,21651
14:15,20221119,4060,19108.0,7558,-179,883,-438,1130,3,0,9423,1862,871,249,217,105,21684
14:20,20221119,4015,19231.0,7671,-181,417,-324,1130,3,0,9677,1900,873,250,216,105,21737
14:25,20221119,3854,19351.0,7765,-171,393,-253,1130,4,0,9571,1879,875,252,216,106,21767
14:30,20221119,3931,19456.0,8004,-162,555,-409,1130,4,0,9546,1832,879,253,216,107,21955
14:35,20221119,4082,19582.0,8186,-166,319,-452,1130,4,0,9731,1825,883,254,217,108,22039
14:40,20221119,4073,19804.0,8347,-165,308,-408,1129,3,0,9734,1811,887,255,216,108,22225
14:45,20221119,4025,19256.0,7682,-155,214,-271,1129,3,0,9688,1781,890,254,217,106,21538
14:50,20221119,3803,19799.0,7949,-160,212,-25,1129,4,0,9622,1763,891,254,217,105,21961
14:55,20221119,3951,20282.0,8416,-153,83,178,1129,4,0,9584,1715,890,255,217,104,22422
15:00,20221119,4069,20428.0,8725,-138,196,31,1129,3,0,9307,1703,890,256,216,103,22421
15:05,20221119,4259,20432.0,8620,127,151,49,1129,4,0,8973,1657,889,255,217,103,22174
15:10,20221119,4125,20554.0,8589,281,383,22,1130,4,0,8549,1599,890,255,217,104,22023
15:15,20221119,4314,20701.0,8633,328,825,55,1129,4,0,8051,1593,891,255,217,104,22085
15:20,20221119,4541,20900.0,8694,301,1399,73,1129,4,0,7508,1606,891,254,217,104,22180
15:25,20221119,4846,21096.0,9054,260,1718,201,1129,4,0,6933,1612,891,257,216,104,22379
15:30,20221119,5135,21260.0,9557,258,1800,303,1129,4,0,6358,1593,891,255,216,105,22469
15:35,20221119,5391,21399.0,9855,594,2066,72,1129,3,0,5731,1579,891,255,216,105,22496
15:40,20221119,5529,21599.0,10207,597,2374,84,1129,4,0,5124,1540,891,256,216,105,22527
15:45,20221119,5791,21793.0,10353,609,2691,328,1129,3,0,4523,1520,892,255,216,105,22624
15:50,20221119,5965,21970.0,10723,691,2746,583,1129,4,0,3929,1497,892,256,216,105,22771
15:55,20221119,6198,22236.0,10827,854,3083,780,1129,3,0,3316,1481,892,255,216,105,22941
16:00,20221119,6400,22445.0,10853,962,3490,963,1129,3,0,2745,1443,891,255,216,105,23055
16:05,20221119,6611,22571.0,11003,1205,4018,750,1129,4,0,2247,1409,892,256,216,126,23255
16:10,20221119,6877,22750.0,11009,1390,4365,808,1129,3,0,1746,1363,891,255,216,130,23305
16:15,20221119,6988,22902.0,11296,1403,4660,760,1129,3,0,1307,1331,892,255,217,130,23383
16:20,20221119,7233,23129.0,11669,1399,4799,840,1129,3,0,960,1311,891,255,216,129,23601
16:25,20221119,7518,23333.0,12106,1401,4732,1026,1129,3,0,648,1287,892,256,216,129,23825
