County,Sector,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,Total Usage
CONTRA COSTA,Residential,3214.267766,2887.272092,2806.147783,2891.294898,2758.572817,2737.737407,2737.561124,2769.601161,2769.240084,2751.963098,2734.102537,2788.393637,2785.592776,2738.621671,2745.38128,2661.880219,2649.835607,2540.05252,2484.714393,2371.236201,2636.967543,2494.721838,2447.728051,2341.159662,2316.045847,2177.154476,2137.669934,2167.951542,2094.08336,2073.815256,2074.798616,79785.5652
CONTRA COSTA,Total,8622.379746,9703.455143,9310.521624,9743.642439,9645.415597,9526.498047,9599.152309,9142.870734,9107.613429,9107.146134,9118.765084,9095.878085,9353.273655,8593.102119,8674.073694,8500.286276,8535.798019,8244.830011,8032.625793,8230.065005,8625.834203,9013.321079,8677.140702,9309.831923,9065.637359,9019.827907,8908.572833,8820.606502,8401.783739,8421.273853,8597.007706,276748.2307
HUMBOLDT,Non-Residential,391.557418,429.658186,428.452668,428.240939,437.087813,434.793612,445.103591,449.81258,434.921661,439.959363,448.669875,446.076983,570.996542,629.30577,641.799827,602.28755,623.607081,602.120324,648.371068,668.76899,828.723554,831.586726,808.086762,753.211778,772.675071,819.066201,812.396847,763.069203,734.782724,758.54748,731.229845,18814.96803
HUMBOLDT,Residential,382.927203,361.80165,372.110267,396.137076,399.142243,390.082186,395.988331,441.890575,465.770678,476.270764,478.875379,461.966739,440.24183,416.794455,380.899404,359.034423,337.93034,315.456357,308.807041,296.904469,310.70622,310.967603,294.940346,287.670931,279.05134,282.061741,273.032342,278.614872,269.871863,277.481786,276.637302,11020.06776
HUMBOLDT,Total,774.484621,791.459836,800.562935,824.378015,836.230056,824.875799,841.091923,891.703155,900.692339,916.230127,927.545254,908.043722,1011.238372,1046.100224,1022.699231,961.321973,961.53742,917.576681,957.178109,965.673459,1139.429775,1142.55433,1103.027108,1040.882709,1051.726411,1101.127942,1085.429189,1041.684075,1004.654587,1036.029267,1007.867146,29835.03579
SANTA CRUZ,Non-Residential,609.971368,656.295585,669.210522,670.297767,669.848875,683.811392,680.216886,681.140101,665.838336,656.664416,663.934773,683.31436,773.055861,824.677847,867.763779,836.521815,897.955255,819.383975,870.321623,922.161014,939.241672,896.800339,833.453041,890.031159,830.88698,850.132393,790.806294,796.78495,795.291223,761.519332,784.942826,23972.27576
SANTA CRUZ,Residential,569.998068,544.80837,544.990291,554.395644,557.574212,552.521498,559.483469,596.356644,601.338232,604.495709,604.838923,596.090336,586.967871,585.67454,568.156935,564.03779,570.900594,544.650042,542.897849,545.83771,599.387267,589.335049,564.512912,542.318643,528.213716,518.464139,514.354866,515.416561,498.16949,510.493279,502.601156,17279.28181
SANTA CRUZ,Total,1179.969436,1201.103955,1214.200813,1224.69341,1227.423087,1236.33289,1239.700356,1277.496745,1267.176568,1261.160125,1268.773696,1279.404696,1360.023732,1410.352387,1435.920714,1400.559604,1468.855849,1364.034017,1413.219472,1467.998724,1538.628939,1486.135388,1397.965954,1432.349802,1359.100696,1368.596532,1305.161159,1312.201511,1293.460713,1272.01261,1287.543982,41251.55756
BUTTE,Non-Residential,648.860001,741.536583,763.521494,776.160341,767.74343,787.71775,778.213787,780.717168,775.54676,714.692261,703.809663,721.410425,745.033451,798.011915,718.126811,671.700789,688.644505,666.260324,710.514044,643.681863,858.737526,755.056133,663.718453,944.057618,776.79346,721.017567,962.960481,694.270068,728.857099,754.417745,853.89413,23315.68365
BUTTE,Residential,736.39594,662.643253,721.603925,764.450593,725.366331,716.200612,721.202572,731.120746,739.69604,726.428245,719.375152,731.880092,724.229757,715.146832,708.603782,685.987792,689.773427,658.692294,638.674159,604.701777,705.766172,629.147565,616.78154,597.449897,594.667475,559.101202,556.27639,551.043168,555.149304,553.073852,547.90157,20588.53146
BUTTE,Total,1385.255941,1404.179837,1485.125418,1540.610935,1493.109761,1503.918362,1499.416359,1511.837915,1515.2428,1441.120507,1423.184815,1453.290516,1469.263208,1513.158747,1426.730594,1357.688582,1378.417931,1324.952618,1349.188203,1248.38364,1564.503698,1384.203698,1280.499993,1541.507515,1371.460934,1280.118768,1519.236871,1245.313236,1284.006403,1307.491598,1401.795701,43904.2151
SUTTER,Non-Residential,357.925836,351.822393,358.407773,354.96252,356.828308,373.033487,371.848172,372.121474,356.123193,341.429402,334.214398,348.605047,351.493598,347.247625,351.232856,309.951973,310.346394,296.337366,310.088827,302.551386,307.699577,296.599484,274.014622,281.652166,272.285677,265.814439,269.088433,256.386884,251.702983,241.586002,237.800517,9811.202812
SUTTER,Residential,314.625861,284.784156,278.235845,291.471803,274.174408,274.079897,277.375683,275.500161,279.446108,271.513476,265.639194,276.900412,277.339045,273.800274,275.778564,258.98868,253.908396,245.29916,228.446484,218.281612,232.958914,226.282229,222.022397,221.10265,219.973839,203.000605,203.671153,200.471983,201.911746,194.811427,191.661435,7713.457597
SUTTER,Total,672.551697,636.606549,636.643617,646.434323,631.002716,647.113384,649.223855,647.621635,635.569302,612.942878,599.853592,625.505459,628.832644,621.047899,627.01142,568.940653,564.25479,541.636526,538.53531,520.832998,540.658491,522.881712,496.037019,502.754816,492.259516,468.815044,472.759586,456.858867,453.614728,436.397429,429.461952,17524.66041
KERN,Non-Residential,12327.80226,14916.60155,13641.80196,16223.77913,14356.53232,12977.86079,12040.31401,12799.86312,14438.99608,13814.52604,12896.92909,12292.30379,13299.66542,15149.53967,14396.34675,12973.28624,14661.53873,13090.66772,12603.55941,11066.91129,9720.577925,9750.967723,7860.252909,9835.051779,9091.613949,7835.050326,9423.752754,8473.37221,9162.548262,9021.435804,12083.45514,372226.9041
KERN,Residential,2637.974063,2351.702864,2354.162544,2345.27695,2261.72835,2265.205969,2306.208472,2275.558089,2276.973284,2142.501652,2096.21666,2171.892711,2147.237851,2091.724319,2052.760215,1973.02868,1865.555231,1831.982115,1677.586126,1635.05076,1714.09463,1610.440598,1558.224025,1551.094451,1546.441563,1450.188794,1452.922764,1422.316371,1459.06751,1431.212946,1377.497276,59333.82783
KERN,Total,14965.77632,17268.30441,15995.9645,18569.05608,16618.26067,15243.06675,14346.52248,15075.42121,16715.96937,15957.02769,14993.14575,14464.1965,15446.90327,17241.26399,16449.10697,14946.31492,16527.09396,14922.64984,14281.14554,12701.96205,11434.67256,11361.40832,9418.476935,11386.14623,10638.05551,9285.239119,10876.67552,9895.688581,10621.61577,10452.64875,13460.95242,431560.732
MONO,Non-Residential,107.757166,112.568498,112.159396,109.015525,104.842612,109.950178,103.891572,105.536362,103.213585,109.062487,106.848664,108.6745,107.158005,87.818503,91.089757,100.751826,102.595539,75.240664,59.018998,50.321903,54.999755,68.118334,97.356463,99.16571,89.163471,83.781057,84.122684,80.989146,80.400407,100.264493,74.302017,2880.179277
MONO,Residential,92.268625,99.032598,84.850805,90.47932,84.841915,78.948147,87.699249,98.886478,93.728093,95.711104,94.30803,90.997481,92.545815,97.763323,83.812201,94.848096,92.486511,88.217963,86.703795,86.207277,91.895434,84.916159,88.989198,81.892419,81.123803,81.678987,85.462068,85.942805,81.819393,84.60274,85.017504,2747.677336
MONO,Total,200.02579,211.601096,197.010201,199.494845,189.684527,188.898325,191.590821,204.42284,196.941677,204.773591,201.156694,199.671981,199.70382,185.581826,174.901957,195.599923,195.08205,163.458627,145.722793,136.52918,146.895189,153.034493,186.345661,181.05813,170.287274,165.460044,169.584752,166.93195,162.2198,184.867233,159.319521,5627.856611
SAN BENITO,Non-Residential,245.681329,252.352212,260.046651,254.56685,262.266738,249.246885,240.350663,237.838062,214.941111,199.078428,191.965952,198.592464,198.337696,203.508416,199.083289,189.051933,194.498789,184.109368,204.779697,211.088498,181.392988,172.421522,149.660472,145.933233,129.076847,122.863609,117.801586,110.459338,115.927845,117.265477,117.686238,5871.874186
SAN BENITO,Residential,144.989779,130.045971,124.077866,123.675247,118.933119,118.059563,115.652539,119.757106,117.915939,116.277089,116.659941,117.41777,117.513368,119.254413,118.454937,115.980089,117.392105,114.331767,111.070427,105.787837,109.680197,104.493261,96.90925,90.384096,85.04889,78.643154,77.687541,75.114599,71.536465,71.635891,70.136148,3314.516364
SAN BENITO,Total,390.671108,382.398183,384.124516,378.242096,381.199857,367.306448,356.003201,357.595168,332.857049,315.355517,308.625894,316.010235,315.851064,322.762829,317.538226,305.032022,311.890894,298.441135,315.850124,316.876335,291.073185,276.914782,246.569722,236.317328,214.125736,201.506763,195.489127,185.573936,187.46431,188.901368,187.822386,9186.390544
YOLO,Non-Residential,1200.933084,1202.699561,1201.438595,1205.896977,1195.60019,1195.184857,1230.988565,1192.280387,1162.974966,1148.666969,1104.223128,1164.472828,1112.051954,1130.946577,1201.019539,1205.51174,1052.753164,947.181012,1077.013363,935.803159,1013.249995,1144.016091,915.723854,890.6649,891.751584,852.749983,857.391257,821.735389,780.300994,777.084849,780.076006,32592.38552
YOLO,Residential,590.156247,532.24849,516.612804,540.078941,510.350832,507.217327,508.147701,510.65125,513.363201,500.524435,494.611918,514.754319,508.14119,498.427208,511.798595,492.503669,473.915433,473.50628,437.419409,416.865691,444.357865,419.297392,407.010551,401.931353,395.182263,364.965623,362.160463,366.895768,366.594257,361.263298,361.662528,14302.6163
YOLO,Total,1791.089331,1734.94805,1718.051399,1745.975918,1705.951022,1702.402184,1739.136266,1702.931637,1676.338168,1649.191404,1598.835046,1679.227147,1620.193145,1629.373785,1712.818134,1698.015409,1526.668597,1420.687292,1514.432772,1352.66885,1457.607861,1563.313483,1322.734405,1292.596253,1286.933847,1217.715606,1219.55172,1188.631157,1146.895251,1138.348147,1141.738534,46895.00182
LASSEN,Non-Residential,265.274788,264.036681,274.407177,283.532613,322.4977,268.494557,301.28651,293.058025,278.183489,273.896144,254.613735,285.806385,157.543524,149.038617,184.401874,184.685297,189.128716,162.22731,159.274479,161.797258,135.133659,133.465972,124.821803,129.457224,128.569178,102.402482,115.048709,73.21079,78.849461,99.889135,96.65606,5930.689352
LASSEN,Residential,105.184944,102.340074,100.874066,102.436529,99.895083,95.079431,94.376607,104.530698,102.344421,103.705739,104.855887,106.518902,107.04124,104.115224,106.148325,105.257943,102.440584,99.290481,97.276737,94.630059,103.681384,102.022026,101.049643,97.219052,95.941076,94.504263,95.123652,75.845378,71.091236,93.796861,87.30098,3055.918525
LASSEN,Total,370.459731,366.376755,375.281243,385.969142,422.392783,363.573988,395.663117,397.588724,380.52791,377.601882,359.469622,392.325288,264.584765,253.153842,290.5502,289.94324,291.5693,261.517791,256.551216,256.427317,238.815043,235.487998,225.871446,226.676276,224.510254,196.906744,210.172361,149.056168,149.940696,193.685996,183.95704,8986.607878
ORANGE,Non-Residential,11967.88178,12886.27652,13183.67442,13388.50231,13531.40581,13837.42363,13712.4584,13441.54218,13332.30233,13231.28749,13160.14485,13761.51871,14399.35596,14261.68501,14474.03452,13971.90604,13801.2349,13339.38666,13000.60928,12108.35132,13728.3455,13228.2396,13372.90031,12661.35517,12112.37917,11656.14878,11827.0082,11424.58971,11898.58625,11467.57683,11638.7107,403806.8223
ORANGE,Residential,7765.257819,6971.093261,6845.180955,6815.346458,6711.072435,6901.752391,7036.395681,6838.012963,7067.852461,6693.426742,6609.381659,6915.654939,7138.338516,6867.828579,6851.109051,6717.065811,6611.750063,6374.646248,5989.083905,5575.800015,6362.084584,5878.868129,5884.5049,5876.87441,5618.981446,5441.322625,5463.244024,5194.533248,5493.876861,5137.491263,5120.565728,196768.3972
ORANGE,Total,19733.1396,19857.36978,20028.85537,20203.84877,20242.47825,20739.17602,20748.85408,20279.55514,20400.15479,19924.71423,19769.52651,20677.17365,21537.69448,21129.51359,21325.14357,20688.97186,20412.98497,19714.03291,18989.69318,17684.15134,20090.43008,19107.10773,19257.40521,18538.22958,17731.36061,17097.47141,17290.25223,16619.12296,17392.46311,16605.06809,16759.27643,600575.2195
CALAVERAS,Non-Residential,124.072252,126.322774,130.566069,133.626349,118.182336,120.46488,127.127444,126.923925,125.123322,125.688377,117.987276,122.356485,119.260935,122.200684,123.233178,119.914164,99.100947,94.783209,97.36426,86.515141,81.848138,79.783645,76.174609,76.243264,69.294418,65.145714,86.719368,101.921925,107.28744,108.402558,105.650088,3319.285174
CALAVERAS,Residential,222.260763,202.624931,202.478568,214.931215,198.531876,191.566207,192.873215,199.98679,201.712325,200.693316,198.139885,202.06552,200.73785,199.963155,195.037785,187.922363,189.23541,177.241975,175.351665,168.843439,173.578409,170.901166,167.369797,157.714415,153.829455,148.585115,146.123388,145.291775,140.066797,143.201069,138.299372,5607.159011
CALAVERAS,Total,346.333015,328.947706,333.044637,348.557564,316.714212,312.031088,320.000659,326.910716,326.835646,326.381693,316.127161,324.422005,319.998785,322.163839,318.270962,307.836527,288.336356,272.025184,272.715925,255.358581,255.426547,250.684811,243.544406,233.957679,223.123873,213.730829,232.842757,247.2137,247.354237,251.603627,243.94946,8926.444187
TEHAMA,Non-Residential,272.287836,270.529077,275.765,278.2363,267.421388,267.091707,261.990803,269.868543,267.308059,259.122906,252.648584,263.95119,274.975495,278.078424,249.31656,238.204543,246.637439,242.365756,205.578677,302.241154,287.812742,287.022247,266.182281,276.526692,266.269342,258.628672,253.443873,244.048769,240.290545,235.090418,248.855515,8107.790537
TEHAMA,Residential,263.760993,238.82272,231.861848,240.473949,229.986091,229.753696,231.234878,237.487218,238.877118,233.933574,233.322096,237.983447,234.108508,230.506039,227.471812,214.091026,216.066137,202.299822,198.324868,189.920926,200.151209,197.215782,191.372709,187.59187,186.971977,177.708536,176.948991,173.922991,176.012138,175.080818,171.136295,6574.400082
TEHAMA,Total,536.048829,509.351797,507.626848,518.71025,497.40748,496.845403,493.22568,507.355761,506.185177,493.05648,485.97068,501.934637,509.084003,508.584463,476.788371,452.295569,462.703576,444.665577,403.903545,492.16208,487.963951,484.238028,457.55499,464.118562,453.241319,436.337209,430.392864,417.97176,416.302683,410.171236,419.991809,14682.19062
LAKE,Non-Residential,150.788863,162.840078,162.68385,169.346712,159.129744,155.062729,156.288966,167.77498,164.288539,161.092178,159.980671,163.767245,170.886471,169.70982,384.032849,365.070482,286.965814,291.98658,217.754937,209.269235,180.258913,173.989681,156.119496,148.937179,171.257726,247.448888,245.169344,236.455026,251.02278,250.992468,236.340739,6326.712983
LAKE,Residential,309.664202,281.412151,279.869107,295.51075,282.460556,276.37013,285.538274,302.498849,302.306432,298.372684,294.50325,289.348956,284.753328,275.120382,269.125666,259.124161,256.943518,243.772367,244.74238,237.51873,243.300837,243.111927,238.969509,221.693369,226.495337,215.371804,220.759978,222.32433,215.200739,222.194828,215.462829,8053.84136
LAKE,Total,460.453066,444.252229,442.552957,464.857461,441.5903,431.432859,441.82724,470.273829,466.594972,459.464862,454.483921,453.116201,455.639799,444.830202,653.158515,624.194643,543.909332,535.758947,462.497317,446.787965,423.55975,417.101608,395.089005,370.630548,397.753063,462.820692,465.929322,458.779355,466.223519,473.187296,451.803569,14380.55434
SISKIYOU,Non-Residential,285.052808,269.141808,273.575109,273.82043,272.398917,273.90919,270.053185,267.925556,257.972317,264.460649,264.818556,277.434253,294.678907,319.272191,277.654417,274.415537,288.834101,278.406037,283.868949,270.149297,234.30488,239.225768,210.01826,224.145192,238.484577,250.998891,227.973009,245.20937,238.387665,243.255605,272.048046,8161.893477
SISKIYOU,Residential,235.549566,226.955061,221.9917,234.892785,220.35575,220.630317,215.458115,232.509454,228.148912,235.505983,236.688719,240.152184,246.869551,243.950495,236.555884,235.506955,229.832481,231.002231,218.073691,212.440468,222.355376,222.445014,222.079025,226.711535,284.668763,208.569589,219.4331,211.169746,221.741968,214.121954,191.862981,7048.229353
SISKIYOU,Total,520.602374,496.096868,495.56681,508.713215,492.754667,494.539507,485.5113,500.43501,486.121229,499.966632,501.507275,517.586438,541.548458,563.222686,514.2103,509.922492,518.666582,509.408268,501.942639,482.589764,456.660257,461.670783,432.097285,450.856727,523.15334,459.56848,447.406109,456.379116,460.129633,457.377559,463.911027,15210.12283
SAN BERNARDINO,Non-Residential,9865.589938,9989.834942,10214.93904,10119.40237,9985.382081,9805.572886,9979.392167,9688.338248,9576.817542,9012.775904,8880.990215,8985.473081,9901.385436,10025.65419,9661.597654,9481.718762,9301.625543,8909.052308,8825.863217,7446.681898,8901.372432,8516.774481,7990.736453,8020.531505,7807.065961,7395.124652,7319.810948,8013.680134,7875.888177,7804.448465,7623.225231,276926.7459
SAN BERNARDINO,Residential,6102.925598,5326.43019,5160.916217,5162.799823,4960.645426,4925.004743,4751.892615,4685.609783,4771.65516,4716.811771,4600.372551,4796.794813,4913.301364,4785.440909,4977.318588,5241.89507,5044.525562,4251.048275,3817.71491,3717.422,3950.484086,3631.979804,3627.311783,3553.100913,3548.364224,3429.884601,3411.1024,3797.836492,3964.319884,3773.015371,3825.313313,137223.2382
SAN BERNARDINO,Total,15968.51554,15316.26513,15375.85526,15282.2022,14946.02751,14730.57763,14731.28478,14373.94803,14348.4727,13729.58768,13481.36277,13782.26789,14814.6868,14811.0951,14638.91624,14723.61383,14346.15111,13160.10058,12643.57813,11164.1039,12851.85652,12148.75429,11618.04824,11573.63242,11355.43019,10825.00925,10730.91335,11811.51663,11840.20806,11577.46384,11448.53854,414149.9841
MARIPOSA,Non-Residential,36.033051,39.099521,43.772493,40.43415,38.803444,39.184617,41.201955,41.520911,40.689926,39.092265,39.670516,47.202618,58.018433,55.045711,38.357168,36.047805,38.361034,40.000526,41.88341,43.139677,42.424848,58.972474,59.81007,58.239298,57.650984,55.868506,57.081462,49.757088,53.67862,55.506242,48.88764,1435.436463
MARIPOSA,Residential,75.414294,70.28564,69.137318,71.160958,69.034878,67.579587,68.616158,71.73189,72.313826,71.868262,72.54333,72.840895,73.046643,72.437878,69.955993,67.39016,67.746574,64.979401,62.770184,61.516223,64.727849,65.121251,63.805344,60.825895,60.508737,58.417654,56.751586,55.7758,54.215393,55.541087,53.734453,2041.795141
MARIPOSA,Total,111.447345,109.385161,112.909811,111.595108,107.838322,106.764204,109.818113,113.252801,113.003752,110.960527,112.213847,120.043513,131.065076,127.483589,108.313161,103.437966,106.107609,104.979927,104.653593,104.655901,107.152697,124.093725,123.615414,119.065193,118.159721,114.28616,113.833048,105.532888,107.894014,111.04733,102.622092,3477.231608
FRESNO,Non-Residential,4916.023928,4675.975163,4900.680643,4633.271726,4955.117894,5009.57368,4982.953491,4817.731198,4674.034456,4292.000252,4355.861373,4459.048386,4566.724509,4583.044475,4021.519755,3965.728995,4212.86199,3977.70434,4204.08836,4107.525754,4114.546983,3984.103936,3587.61185,3841.863633,3657.934191,3540.137855,3675.631792,3454.926108,3663.047441,3431.870964,3257.164975,130520.3101
FRESNO,Residential,3101.806814,2768.954406,2745.048779,2795.953273,2663.517316,2675.128646,2706.156603,2695.074728,2708.942473,2592.935191,2547.721973,2616.928004,2552.19142,2522.660291,2490.22989,2377.211927,2351.327563,2299.266174,2157.172387,2082.560954,2280.806207,2109.265235,2053.58281,2033.819526,2015.17926,1895.082375,1874.339769,1832.378756,1865.168616,1840.839026,1785.87754,73037.12793
FRESNO,Total,8017.830742,7444.929569,7645.729423,7429.224999,7618.63521,7684.702326,7689.110094,7512.805926,7382.976929,6884.935443,6903.583347,7075.97639,7118.915929,7105.704766,6511.749646,6342.940921,6564.189554,6276.970514,6361.260746,6190.086708,6395.35319,6093.369171,5641.19466,5875.683159,5673.11345,5435.22023,5549.97156,5287.304864,5528.216057,5272.70999,5043.042515,203557.438
ALPINE,Non-Residential,8.281069,8.834189,9.295607,9.026261,8.124741,4.354396,4.008389,4.752038,4.590161,5.199864,5.203784,5.234789,9.368614,10.685739,9.377073,9.132023,9.431229,5.112883,4.671739,5.081493,5.159971,4.617177,4.832369,4.468048,4.384382,4.296693,4.382027,4.48571,4.224083,3.906455,3.581764,188.10476
ALPINE,Residential,10.244564,10.303433,9.593224,10.053618,9.343622,11.904472,12.024085,13.469417,9.336312,9.119062,12.468463,13.045979,8.916435,9.336177,9.543358,8.097052,9.002581,6.358634,6.721079,6.858448,6.247035,6.597345,6.792005,6.373298,6.063832,6.231561,6.183168,6.812776,5.808735,6.165242,6.036978,265.05199
ALPINE,Total,18.525633,19.137622,18.888831,19.079879,17.468364,16.258868,16.032474,18.221455,13.926474,14.318926,17.672246,18.280767,18.28505,20.021916,18.920431,17.229074,18.43381,11.471517,11.392818,11.93994,11.407006,11.214522,11.624374,10.841346,10.448214,10.528255,10.565195,11.298486,10.032819,10.071697,9.618742,453.156751
SAN LUIS OBISPO,Non-Residential,1003.867496,1077.103689,1128.051811,1117.377072,1098.882363,1076.353775,1093.740727,1100.155045,1059.388782,1026.702337,1008.890398,1033.380695,1063.030961,1091.325772,918.023869,929.481801,958.665265,936.432674,921.32536,858.616927,824.821918,790.899097,718.320353,740.111989,702.766534,677.441091,670.953133,661.732919,635.57712,629.116365,659.252135,28211.78947
SAN LUIS OBISPO,Residential,684.754544,638.264967,642.845388,651.180499,636.110814,633.947554,631.714183,660.689266,665.170618,656.21775,657.067077,668.235469,673.150349,671.520545,682.396712,651.194018,636.82309,624.859251,542.058665,625.812696,599.985223,586.123223,561.133148,538.657641,524.969428,505.762762,493.122675,493.668203,483.46283,493.915381,487.020224,18701.83419
SAN LUIS OBISPO,Total,1688.62204,1715.368656,1770.897198,1768.557571,1734.993177,1710.301329,1725.45491,1760.844311,1724.5594,1682.920087,1665.957475,1701.616164,1736.18131,1762.846317,1600.420582,1580.675818,1595.488356,1561.291925,1463.384025,1484.429624,1424.80714,1377.022319,1279.453501,1278.769631,1227.735962,1183.203853,1164.075808,1155.401121,1119.039951,1123.031746,1146.272359,46913.62367
MADERA,Non-Residential,1265.945833,1155.915502,1231.475624,1158.59399,1173.374348,1280.911096,1239.544841,1148.586352,1100.17494,971.973962,970.469394,1020.277456,1008.939022,963.48796,790.055174,769.232682,816.753192,732.605269,792.93713,781.519181,770.836849,788.578894,695.494234,759.050317,727.825825,683.53223,738.283857,679.458503,695.604976,642.832938,631.45447,28185.72604
MADERA,Residential,485.135286,434.105836,429.896199,439.686368,421.018051,421.184704,426.043139,429.845277,430.816383,415.732464,408.634724,415.356313,411.280697,408.159335,399.848291,381.269188,373.169896,361.654413,336.159535,324.816928,339.66385,333.074208,321.720353,311.941573,309.062289,290.707813,286.221168,279.636988,278.816591,274.482487,262.454632,11441.59498
MADERA,Total,1751.081119,1590.021338,1661.371823,1598.280357,1594.392399,1702.0958,1665.58798,1578.431629,1530.991323,1387.706425,1379.104117,1435.63377,1420.219719,1371.647295,1189.903466,1150.50187,1189.923088,1094.259683,1129.096665,1106.33611,1110.500699,1121.653102,1017.214588,1070.99189,1036.888114,974.240043,1024.505025,959.095491,974.421567,917.315425,893.909102,39627.32102
TULARE,Non-Residential,3163.114313,2926.439701,3181.121663,2965.363199,3145.180433,3259.853233,3269.918466,3109.574517,2980.828753,2584.111587,2676.897379,2791.88898,2760.288045,2653.344967,2499.156758,2276.247589,2290.596697,2216.893407,2524.664356,2372.987208,2383.45781,2308.351244,1714.517731,1853.446262,1778.273719,1650.016504,1747.190856,1611.596101,1776.143753,1721.519039,1788.022809,75981.00708
TULARE,Residential,1479.691778,1322.69672,1256.899657,1278.51813,1218.015524,1217.264382,1222.446414,1207.125334,1182.437774,1162.597186,1139.548565,1187.834849,1161.833382,1117.48655,1191.649757,1085.305396,1046.683388,1037.992959,941.856796,923.790627,961.793645,889.036948,890.108631,875.53309,875.439751,829.967205,834.705547,812.396109,820.298247,807.148766,788.66998,32766.77309
TULARE,Total,4642.806091,4249.13642,4438.02132,4243.881329,4363.195956,4477.117615,4492.36488,4316.69985,4163.266527,3746.708773,3816.445944,3979.72383,3922.121427,3770.831517,3690.806516,3361.552985,3337.280085,3254.886366,3466.521152,3296.777836,3345.251455,3197.388192,2604.626362,2728.979352,2653.71347,2479.983709,2581.896404,2423.992211,2596.442,2528.667805,2576.69279,108747.7802
PLACER,Non-Residential,1388.171784,1461.380202,1494.13684,1503.327914,1534.673332,1528.132965,1543.782227,1511.017416,1523.788562,1541.199202,1548.853349,1582.525986,1657.593129,1676.775562,1500.45203,1432.588471,1496.513533,1412.485988,1381.295288,1296.365383,1376.4546,1286.815398,1250.303317,1090.630876,1005.476406,1100.881046,1047.857614,940.749758,875.726113,894.228237,811.631818,41695.81435
PLACER,Residential,1608.041582,1456.698896,1415.835391,1470.728541,1404.910794,1368.153648,1373.763579,1369.777108,1384.600559,1349.559369,1332.884961,1367.028439,1360.965632,1327.400999,1334.680169,1262.801076,1215.385689,1145.06342,1054.987424,979.277912,976.120643,928.232331,878.626181,844.24378,823.587286,757.250491,746.608507,728.522643,711.086467,702.32253,680.96094,35360.10699
PLACER,Total,2996.213366,2918.079098,2909.972231,2974.056455,2939.584126,2896.286613,2917.545806,2880.794524,2908.389121,2890.758571,2881.73831,2949.554425,3018.558761,3004.176561,2835.132199,2695.389546,2711.899222,2557.549408,2436.282712,2275.643295,2352.575244,2215.047729,2128.929498,1934.874656,1829.063692,1858.131537,1794.466121,1669.272402,1586.81258,1596.550767,1492.592759,77055.92134
SHASTA,Non-Residential,808.058771,804.330098,827.24856,817.529318,821.688851,842.74907,820.446658,800.830443,788.018321,777.720846,779.755468,810.344596,851.671074,875.936861,870.893946,865.840381,1011.875059,956.740741,945.234402,883.951509,911.177035,875.343492,896.389477,918.446525,848.108111,925.213127,878.331151,900.876118,964.365215,953.528864,942.325049,26974.96914
SHASTA,Residential,771.225097,730.356705,742.265847,758.834582,734.948161,720.324823,724.747577,748.369898,748.243723,746.575817,746.536756,756.904916,752.715255,741.158881,743.442699,710.11286,712.942254,689.584829,668.134977,639.896512,653.242309,642.079804,634.757591,626.99012,661.759299,615.819594,608.054044,598.225337,605.132082,606.142311,578.296518,21417.82118
SHASTA,Total,1579.283868,1534.686803,1569.514407,1576.3639,1556.637013,1563.073893,1545.194235,1549.200341,1536.262043,1524.296663,1526.292225,1567.249512,1604.386329,1617.095742,1614.336645,1575.953241,1724.817313,1646.32557,1613.369379,1523.848021,1564.419344,1517.423296,1531.147068,1545.436645,1509.867411,1541.03272,1486.385195,1499.101455,1569.497297,1559.671174,1520.621566,48392.79031
PLUMAS,Non-Residential,115.888829,115.956457,112.778512,102.691035,106.293694,103.09684,102.408057,110.656656,126.507313,117.930829,97.83361,99.008827,114.15746,112.36998,120.319707,91.41844,92.954336,99.285165,122.35836,93.942997,109.159186,107.121101,98.113408,127.562938,93.104267,74.70506,62.908106,112.036544,113.846524,94.33682,90.154514,3240.905572
PLUMAS,Residential,100.147976,94.402479,92.936267,98.325675,96.549502,90.928914,98.146247,101.204295,97.599033,101.343502,102.009578,103.279215,103.613251,103.56203,103.448519,102.504163,101.278106,96.153275,96.899579,92.753388,92.930694,94.676095,93.749315,90.033386,88.417064,86.200226,88.051175,116.951203,107.747799,89.257865,88.269715,3013.369531
PLUMAS,Total,216.036805,210.358936,205.714779,201.016711,202.843196,194.025753,200.554304,211.860951,224.106346,219.274331,199.843188,202.288042,217.770711,215.932011,223.768227,193.922603,194.232441,195.43844,219.257939,186.696385,202.08988,201.797196,191.862723,217.596324,181.52133,160.905286,150.95928,228.987747,221.594323,183.594684,178.424229,6254.275101
MENDOCINO,Non-Residential,279.741489,274.896923,277.121158,281.533687,278.932665,273.193543,269.013334,268.936431,268.804709,266.189442,260.636434,261.751859,278.668734,282.819821,396.874704,406.371397,287.301802,279.537453,295.794082,308.966842,358.115711,356.348706,317.792238,360.999696,343.145685,325.062839,329.924308,333.750328,326.565952,311.806066,337.30906,9497.907098
